comment,label,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
tốt chạy mượt game bén lắm pin tạm ổn không trâu quá hoặc do rom chưa tối_ưu chờ updet,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,3,0,0,0,1,1,0,0,0,0
máy bật đồ_hoạ cực cao của pubg mà không lag chơi freefire cũng vậy chơi hai game bật max đồ_hoạ mà chỉ hơi ấm camera đẹp nói_chung là ok đáng choae mua nha cộng nhân_viên nhiệt_tình với pin siêu trâu,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,1,1,0,0,1,1,0,0,1,0
dùng khá tốt mà tại_sao bị văng app hơi nhiều cho_dù chỉ dùng các tác_vụ nhẹ_nhàng,{PERFORMANCE#Negative};{GENERAL#Positive};,0,0,0,0,1,2,0,0,0,0
iphone 7 plus máy chạy rất mượt hiệu_năng mạnh ổn_định camera chụp hình xuất_sắc thiết_kế ấn_tượng xài rất ổn mình đã sử_dụng gần 2 năm mà máy vẫn rất mượt pin không bị chai rất đáng_giá để mua,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,1,1,1,0,1,1,1,0,0,0
máy tôi mua trước tết mày dùng ngon lắm bin trâu mượt_mà rất ứng í nhân_viên phục_vụ rất nhiệt_tình,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,1,0,0,0,1,1,0,0,1,0
pin trâu chúc năng ok trong tầm giá sản_phẩm này đáng mua nhân_viên bán hàng nhiệt_tình,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,1,0,0,1,1,0,3,0,1,0
realme 5i mượt game tốt pin tốt trâu không chơi game thì có_thể hai ngày mới hết chụp ảnh đẹp tốt,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,1,1,0,0,0,1,0,0,0,0
thật_sự ổn không biết sau_này nè như nào nhưng giờ hiệu_năng khá ổn sạc nhanh,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,0,0,0
đổi từ note8 lên note 10 cái cảm_giác nó phê máy đẹp mê_ly khác hẳn con note8 nhiều điểm xấu quá mình qđ đổi máy gọi là nhanh như suy_nghĩ đến bao_giờ vẫn không giải_thích nổi haha hôm xem có km đổi máy cũ giảm 3tr 2 tr đồng_hồ thấy hay_hay đi đổi luôn mỗi_tội pin vẫn chưa được trâu_bò cho lắm còn mọi thứ ok hết,{BATTERY#Negative};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,2,0,1,0,1,0,1,0,1,0
lấy máy hôm qa máy sử_dụng mượt_mà camera chụp ảnh quá đẹp chưa phát_sinh lỗi gì hít,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Neutral};{OTHERS};,0,1,0,0,3,1,0,0,0,0
vừa mua hôm_qua sạc pin đầy rút ra 2p sau tuột 99 1p sau tuột 98 97 nhanh như chớp không biết do máy lỗi hay nó là như_thế chán kinh_khủng,{BATTERY#Negative};{GENERAL#Negative};{OTHERS};,2,0,0,0,2,0,0,0,0,0
không hài_lòng với sản_phẩm mới xài có 5 ngày mà thấy không êm rồi chỉ được cái chụp hình nhìn đẹp thôi chứ chẳng thấy gì ngon cái mình mua 2 triệu 1 năm trước của vsmart mà_lại chơi game mượt hơn con này bắt wifi mạng 3g thua con rẻ_tiền mình đang xài lần đầu xài sam sung mà thất_vọng ghê,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,1,0,2,2,2,0,0,2,0
máy quá đẹp màn_hình quá đẹp pin trâu cấu_hình quá mạnh dùng phải nói là cực thích đổi note 10 để lấy s 20 là sự lựa_chọn sáng_suốt,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,1,0,1,0,1,1,0,1,1,0
mới mua được 2 ngày nhìn_chung ok hơn còn ss galaxy a70 giá gần chục chai em về credit dễ_thương và rolling _ on _ the _ floor _ laughing,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,0,3,0,1,0
sau 10 ngày mua sử_dụng mình có nx như sau giao_diện đẹp chụp hình bình_thường pin dùng được gần 2 ngày sạc pin nhanh kết_nối wifi 4g ok,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,1,1,0,1,0,1,0,0,0,0
rất tuyệt_vời hợp túi_tiền mà công_nghệ cũng cao máy chắc_chắn bền đẹp mẫu_mã cũng thời_trang camera cũng cao,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,0,1,1,0,1,1,1,0,0,0
nhìn_chung với nhu_cầu không game thì cho đến giờ không có gì phải phàn_nàn cảm_biến vân tay ok màn đẹp cấu_hình thấp nhưng quá đủ cho người không game,{SCREEN#Positive};{FEATURES#Positive};{PERFORMANCE#Neutral};{OTHERS};,0,0,0,1,0,3,0,1,0,0
pin trâu_bò camera chụp cũng ok ánh_sáng ngoài_trời chụp đêm hơi đuối không được đẹp chơi game ổn_áp max setting luôn,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};,1,3,0,0,0,1,0,0,0,0
iphon xs 64gb mua được xài 3 ngày rồi hình_thức gọn đẹp nói_chung xài ok nhân_viên phục_vụ nhiệt_tình tgdđ chỉ_tội khi xạc cục nhanh nóng,{BATTERY#Negative};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,2,0,1,0,1,0,0,0,1,0
mới xài 2 ngày ok coi youtube rất mượt_mà lượt facebook và zalo nhanh chụp hình qua xuất_sắc,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,0,1,0,0,1,1,0,0,0,0
quá tốt trong phân khúc tầm trung về tính_năng thì khỏi bàn trong tầm 7tr đã mua và sử_dụng được thời_gian ngắn và không bao hối_hận khi mua em nó beaming _ face _ with _ smiling _ eyes,{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};,0,0,0,1,1,0,3,0,0,0
lúc đầu mua về pin khá trâu nhưng dùng được 1 2 tháng là thấy yếu dần dùng 1 lúc lại bị đơ cảm_thấy rất bực_mình upside down _ face,{BATTERY#Neutral};{PERFORMANCE#Negative};,3,0,0,0,0,2,0,0,0,0
nếu mua chơi game liên_quân đừng ai mua giật lg kinh_khủng pin trâu thua chip quacom snapdragon muốn chơi game tốt mua máy chip snapdragon 665 hoặc 675 710 trở lên,{BATTERY#Positive};{PERFORMANCE#Neutral};{OTHERS};,1,0,0,0,0,3,0,0,0,0
mai ra đổi cái điện_thoại khác sản_phẩm dùng quá tệ vậy_mà khi tư_vấn nói hay này_nọ tôi sẽ share cho facebook cùng biết thế_giới di_động bán sản_phẩm dỏm,{GENERAL#Negative};{SER&ACC#Negative};{OTHERS};,0,0,0,0,2,0,0,0,2,0
tui dung được mấy ngày thấy cũng ok chụp hình không đep lấy được cái là pin trâu choi game ok rồi,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Neutral};,1,2,0,0,3,1,0,0,0,0
mua về xài đước mấy tuần thì số điên thoai lưu cái có cái không gọi zolo thì tiếng nhỏ,{FEATURES#Negative};,0,0,0,2,0,0,0,0,0,0
loa trong thì bình_thường còn bật loa ngoài thì đầu dây bên kia không nghe được gì luôn mai phải xuống bảo_hành,{FEATURES#Negative};{OTHERS};,0,0,0,2,0,0,0,0,0,0
điện_thoại em mới mua còn bảo_hành nhưng xài hao pin với_lại điện_thoại nóng lên vậy em phải làm_sao ạ,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};,2,0,0,0,0,2,0,0,0,0
cằm dày rất nhiều so với a 10 còn về hiệu_năng thì hơi thấp so với tầm giá pin như mog đợi camera xấu bền hay không còn chờ 10 năm sau đánh_giá lại,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};{PRICE#Neutral};,1,2,2,0,0,2,3,0,0,0
nhiều người chê con máy này riêng tôi nó là báu_vật tâta cả các thứ đều rất ok,{GENERAL#Positive};,0,0,0,0,1,0,0,0,0,0
tầm giá này thì xài quá tuyệt rồi còn muốn game gủng mượn thì phang con s hay note nhé máy có hơn 5 củ mà các thánh đòi ngon máy 20 củ,{DESIGN#Neutral};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,0,0,3,0,1,0,3,0,0,0
chơi mượt pin trâu lại còn có sạc nhanh nữa trên cả tuyệt_vời tiếc là không có tai nghe,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Negative};,1,0,0,0,0,1,0,0,2,0
ok đáng để trải_nghiệm lạ vui hay chỉ có định_vị gps hơi lâu nhưng cũng đáng để sở_hữu,{FEATURES#Negative};{GENERAL#Positive};,0,0,0,2,1,0,0,0,0,0
máy xài ok về phần chụp ảnh thì tạm chấp_nhận được vẻ pin cũng vậy ai chơi game thì nên mua nhé cả nhà,{CAMERA#Neutral};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};,3,3,0,0,1,1,0,0,0,0
chất_lượng phục_vụ tốt máy tắm thời ok còn về lâu_dài thì phải chờ mới biết sẽ phản_hồi sau khi có kết_quả,{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,0,0,0,1,0
như đã hứa sau 2 tháng mình sẽ quay lại đánh_giá mình không chơi game không dùng nhiều ứng_dụng như các bạn trẻ máy redmi note 9s sạc pin nhanh lâu_lâu có hiện_tượng giật và đơ máy đẹp sang_trọng hi_vọng có bản cập_nhật mới giúp máy khắc_phục hết tất_cả lỗi,{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{OTHERS};,1,0,1,0,0,2,0,0,0,0
máy chụp hình rất ok không tiếc khi mua vivo s1 pro này lúc đầu mua cứ sợ máy trung_quốc nên rất lo nhưng lo chỉ là thừa có chút trục_trặc nhỏ nhưng đang theo_dõi,{CAMERA#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Positive};,0,1,0,0,1,2,0,0,1,0
pin dùng được hơn 1 ngày sạc lại nhanh nữa camera hơi mờ nhưng trong tầm giá này là ok r,{CAMERA#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,1,2,0,0,1,0,3,0,0,0
pin có cải_thiện hơn so với các dòng cũ mình xài từ 7h sáng đến 10h tối là còn 20 pin có kết_hợp xem video nghe nhạc lướt fb lướt khá mượt màn_hình thì cảm_nhận không bằng con xsmax nhưng cũng xứng với giá tiền,{SCREEN#Negative};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,1,0,0,1,1,0,3,2,0,0
sản_phẩm dùng mượt pin lúc đầu về cảm_thấy tụt hơi nhanh không biết dùng lâu thì sẽ thế_nào,{BATTERY#Negative};{PERFORMANCE#Positive};,2,0,0,0,0,1,0,0,0,0
mới mua về thì rất mượt nhưng được 2 tuần thì bị giật lát bị loạn cảm_ứng thôi phải đi trả lại mua điện_thoại khác,{FEATURES#Negative};{PERFORMANCE#Negative};,0,0,0,2,0,2,0,0,0,0
đặt hơn tuần nộp 100k chuyển về ngày thứ 5 ròi chưa thấy phản_hồi gì luôn covid chậm thật nhưng này quá chậm rồi buồn crying _ face,{SER&ACC#Negative};,0,0,0,0,0,0,0,0,2,0
mới mua về dùng được 1 ngày thấy cũng ổn mọi thứ rất tốt mượt_mà chạy game lq pupg để ở mức tb không bị giật 1 chút nào cả nhân_viên nhiệt_tình chủ đáo cảm_ơn,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,1,0,0,1,0
dùng không tốt đa_số toàn thấy fan huawei khen không có google dùng chán hay bị lag nữa nói_chung khó dùng,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,0,0,0,2,2,2,0,0,0,0
hàng rất ok với 1 đổi 1 nhân_viên nhiệt_tình tư vấn khuyên ai mua nên cân_nhắc khi lên vos 3 0,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,0,0,0,0,1,0,0,0,1,0
tuyệt_vời một sản_phẩm rất ưng_ý mà tôi đã mua được từ hệ_thống pin ngon camera đẹp cầm rất thích tay,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};,1,1,1,0,1,0,0,0,0,0
máy ngon game mượt pin trâu camera tuyệt mới lúc đầu khó sử_dụng chưa nhạy màn_hình nhưng khi cập_nhật rồi thì máy mượt hơn độ chưa nhạy đã fix 1 chút rồi quá ngon trong tầm 3tr này,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,1,1,0,3,1,1,3,0,0,0
hôm sinh_nhật thế_giới di_động mình mua 1 chiếc hôm_nay có khuyến_mãi mình lại mua thêm 1 chiếc nữa mình thì ít chơi game chỉ chỉ yếu là youtube lướt wed và facebook thôi tác_vụ nhanh cảm_ứng vân tay và facebook id rất nhanh pin xài 1 ngày vừa đủ mình thì online suốt à nhân_viên ở thế_giới di_động minh hưng chơn thành bình phước rất nhiệt_tình và vui_vẻ 5 sao ạ,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};,1,0,0,1,0,1,0,0,1,0
kiểu_dáng đẹp pin trâu phim to rất phù_hợp với người có tuổi những loa nhỏ quá,{FEATURES#Neutral};{BATTERY#Positive};{DESIGN#Positive};,1,0,1,3,0,0,0,0,0,0
sản_phẩm xài rất oke cái nào củng tốt hết chỉ có cái là bảo sạt nhanh mà mình sạc tầm 5 6 tiếng mới đầy pin hơi thất_vọng về phần này,{BATTERY#Negative};{GENERAL#Positive};,2,0,0,0,1,0,0,0,0,0
vivo xài sóng 4g rất yếu và tệ đồ_hoạ kém moi xài được 40 ngày giá tiền cao mà xài thua hàng huawuay,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Negative};{SER&ACC#Negative};,0,0,0,2,0,0,2,2,2,0
rất mong nhà với_mart sớm cập_nhật sửa lổi wifi yếu và sóng yếu càng sớm càng tốt và có bản android 10 thì mới thắng được điện_thoại tàu để người dùng việt_nam ủng_hộ hàng việt_nam dc,{FEATURES#Negative};{PERFORMANCE#Neutral};{SER&ACC#Positive};,0,0,0,2,0,3,0,0,1,0
mai sẽ đi rước em nó về nhìn cũng phong_cách đấy nhưng camera hơi lồi ra ngoài,{DESIGN#Neutral};{OTHERS};,0,0,3,0,0,0,0,0,0,0
xài được tuần nay loa to rõ pin trâu về mức giá này nói_chung là ok so với những mẫu khác nhân vien vui_vẻ nhiệt_tình cho 5,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,1,0,0,1,1,0,3,0,1,0
cấu_hình và xử_lý khá mượt_mà camera sau khá ổn xử_lý thiếu sáng tốt camera trước call video hơi mờ 1 điểm rất yếu đó là mặc_dù độ_phân_giải màn_hình cao nhưng khi xem video youtube và video facebook chất_lượng hình_ảnh video hơi tệ không được đẹp và hơi gai ảnh,{SCREEN#Negative};{CAMERA#Neutral};{PERFORMANCE#Positive};,0,3,0,0,0,1,0,2,0,0
máy tôi mua trả_góp được một tháng hiện_tại máy bắt sóng wifi 4g yếu pin thì tuột quá nhanh màn_hình thì màu tối giờ tôi muốn đổi máy khác thì như_thế_nào,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Negative};,2,0,0,2,0,0,0,2,0,0
pin trâu_bò cấu_hình đủ xài thiết_kế khá đẹp sợ bị trầy_xước camera tạm nhân_viên khu 3 thị_trấn cái_bè xin đẹp dễ_thương phục_vụ cũng tốt tuy dán hơi lâu và cúp điện nhưng vẫn tốt mua sau nên không được tặng tai nghe,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};,1,0,1,0,0,1,0,0,1,0
đã dùng được gần 1 tháng nói_chung chơi game chạy mượt ổn nhưng khi dùng hơi nóng máy,{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,0,0,0,0,1,3,0,0,0,0
sản phảm tốt với tầm gjá chỉ là cảm_ứng vân tay chưa nhạy chậm pin vừa đủ dùng cầm máy lặng tay hơn những máy khác,{FEATURES#Negative};{BATTERY#Neutral};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};,3,0,2,2,1,0,3,0,0,0
máy mới mua được 3 tuần đang gõ chứ trên google thì tự_nhiên màn_hình rè rè đen loạn cả lên phải giữ rồi ấn nút nguồn mấy lần nó mới khởi_động lại rồi trở về bình_thường,{PERFORMANCE#Negative};{OTHERS};,0,0,0,0,0,2,0,0,0,0
đã sử_dụng 1 tháng và máy này chỉ hợp cho học_sinh máy nóng loanhghe ngạc được 1 bên phải 1 bên còn lại thì lại tịt máy_ảnh kém sử_dụng một_số phần_mềm là lại treo máy hên là mua cho cháu nó phịc vụ học_hành nên vẫn tạm ổn à ảnh là mình chụp bằng điện_thoại khác nhék,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,0,2,0,2,3,2,0,0,0,0
chơi liên_quân không bật được fps 60 mặc_dù dùng chip snapdragon 632 8 nhân là sao tất_cả đều tốt trừ việc không bật được fps cao,{PERFORMANCE#Negative};{GENERAL#Positive};,0,0,0,0,1,2,0,0,0,0
máy tôi mua tai thế goi đi động đúng được hai năm rồi mấy tấm giá tiền máy mới ra hơn 3trieu sau đúng thấy may đúng kha tốt đáp_ứng nhu_cầu giải_trí tốt,{PRICE#Neutral};{GENERAL#Positive};,0,0,0,0,1,0,3,0,0,0
cập_nhật lên miu 11 ngồi rần wifi đủ 5 vạch và cả mạng dữ_liệu chậm bin thì mau hết,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,2,0,0,2,0,2,0,0,0,0
nhược_điểm không 3g zoom 100x không như q cáo qua nhiều youtuber ưu_điểm không có gì vượt_trội hơn s 10 ngoại_trừ 120hz không đáng_kể giá quá cao xét về chức_năng thêm so s 10 nên test thử trước khi mua nhé nên chờ s20 5g mua hay hơn,{CAMERA#Negative};{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,2,0,2,2,0,2,0,2,0
điện_thoại này sử_dụng wifi quá kém đang sử_dụng máy hay tự khởi_động lại hoài camera bị lệch canh hoài không vuông_góc được,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};,0,2,0,2,0,2,0,0,0,0
xài được 5 ngày máy có_vẻ hơi bị giật và đơ mình reset lại nhưng dùng được 1 2 ngày lại tiếp_tục gặp vấn_đề mình nghe nói huawei xài ổn mà sao kì vậy,{PERFORMANCE#Negative};{SER&ACC#Negative};,0,0,0,0,0,2,0,0,2,0
mới xài được tuần cấu_hình âm_thanh cam ok thất_vọng về pin quá phò tụt quá nhanh đáng nhé cho 3 nhưng được_cái nhân_viên tggd nhiệt_tình chu_đáo,{FEATURES#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Positive};,2,0,0,1,0,1,0,0,1,0
nói_chung xài cũng ok nhưng không có kết_nối nfc thua cái sony xa ultra mình mua cách đây 3 năm hết_sức thất_vọng mà cũng bằng giá,{FEATURES#Negative};{GENERAL#Neutral};,0,0,0,2,3,0,0,0,0,0
vô đối trong tầm giá nhưng chụp hình với màn_hình đẹp nữa thì chắc_chắn 5 sao thích thương_hiệu việt_nam,{SCREEN#Neutral};{CAMERA#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,0,3,0,0,1,0,3,3,1,0
mới mua em này vào lúc 5h chiều mọi thứ đều ổn loa nghe không lớn cũng không nhỏ nói_chung là ok chơi game pubgm rất mượt chơi hơn 1h máy cũng không nóng lắm như mọi người nghĩ đâu nha pin trâu đặc_biệt là em nhân_viên rất dễ_thương nói_chung ok ok còn về thời_gian sau_này thì từ_từ mới biết con xiaomi note 8 pro này như_thế_nào nữa,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,1,0,0,1,1,1,0,0,1,0
vân tay lúc được lúc không chạy xe loa không rõ máy mượt ok khắc_phục 2 vấn_đề đó thì quá tốt,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,0,0,0,2,1,1,0,0,0,0
hình_như chỉ có 1 bên loa nghe được thôi mình bịt loa bên trái thì vẫn nghe bth mà bịt bên phải thì không nghe gì nữa không biết là do máy như_vậy hay_là hàng bị lỗi nữa tính mang ra đổi mà không biết sao đây,{FEATURES#Negative};{OTHERS};,0,0,0,2,0,0,0,0,0,0
tai nghe iphone xs max của em khi cắm vào iphone 7plus lại bị mất mic kiểu như khi mà em chơi pubg tắt mic có_thể nghe được tiếng game nhưng ngay khi bật mic thì lại bị đẩy sang nghe loa ngoài mất kết_nối tai nghe luôn không biết khắc_phục thế_nào ạ,{SER&ACC#Negative};,0,0,0,0,0,0,0,0,2,0
có ai bị lỗi mà hình giống của tôi không bật chế_độ nền tối sẽ thấy viền sang xung_quanh ko,{FEATURES#Negative};,0,0,0,2,0,0,0,0,0,0
mua được 2 tháng rồi nói_chung là không hài_lòng cho lắm pin không được trâu như quảng cáo hỗ trợ sạc nhanh mà thấy sạc tầm hơn 2 tiếng mới đầy pin được nv tgdđ tư_vấn nhiệt_tình,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Positive};,2,0,0,0,2,0,0,0,1,0
mới mua được 2 tháng mà giảm_giá kinh_hồn mang_tiếng dòng cao_cấp mà kiểu này mất niềm tin quá,{PRICE#Negative};{SER&ACC#Negative};,0,0,0,0,0,0,2,0,2,0
cho em hỏi điện_thoại em mới mua sao bin dỏm nóng máy quá z để không cũng tuột phần_trăm bin nữa oppoa91,{BATTERY#Negative};,2,0,0,0,0,0,0,0,0,0
sản_phẩm quá tệ chơi liên_quân thì giựt vào app mua cơm thì vào tới chục lần mới mua được phải mang đổi trả mất 20,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,0,0,0,2,2,0,0,2,0
máy khá ok và đáng tiền mình mua cho mẹ dùng vì màn_hình to dễ xem và bấm tin nhắn và xem clip gameshow trên youtube dòng này có màu xanh nhạt khá đẹp mình cũng chọn màu này và mẹ mình quá thích luôn,{SCREEN#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,0,0,1,0,1,0,1,1,0,0
máy thiết_kế mỏng nhẹ thời_trang chụp ảnh selfie rất đẹp và sạc rất nhanh tầm hơn 1 tiếng là đầy pin,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};,1,1,1,0,0,0,0,0,0,0
điện_thoại tốt đang có đợt giảm_giá thêm thu củ đổi_mới đổi qua a71 sử_dụng ok bạn hạnh_nhân_viên tư_vấn nhiệt_tình chu_đáo,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,0,0,0,0,1,0,0,0,1,0
mới mua sáng nay nhân_viên phục_vụ nhiệt_tình test qua máy với tầm giá này thì ổn có_điều gọi zalo 10 phút là máy nóng,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,2,3,0,1,0
máy quá chất_lượng đẹp và sạc nhanh sạc chỉ tầm 50p là đầy pin rồi công_nghệ sạc nhanh và an_toàn nữa,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};,1,0,1,0,1,0,0,0,0,0
mấy tháng trước em có mua note7 nay tự_dưng nó bị lỗi e khởi_động lại máy nó không lên chỉ thấy ở giữa màn_hình nó quay tròn,{GENERAL#Negative};{OTHERS};,0,0,0,0,2,0,0,0,0,0
thiết_kế đẹp sang_trọng cảm_ứng nhanh mượt nhân_viên phục_vụ tốt bảo_hành tốt,{FEATURES#Positive};{DESIGN#Positive};{SER&ACC#Positive};,0,0,1,1,0,0,0,0,1,0
camera trước rất tệ màu nhợt_nhạt ram 8gb nhưng cảm_giác không nhạy được cái pin trâu mà không có sạc nhanh quá chán lỡ mua chứ không mình đổi qua samsung a71 khoẻ hơn,{SCREEN#Negative};{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,3,2,0,0,2,2,0,2,0,0
tình_hình là mình mới mua em này về xài thấy mọi thứ đều rất ok duy_nhất chỉ có gọi video call zalo thì bên máy kia bị vọng tiếng lại nếu gắn tay phone thì không bị có ai bị giống vậy không không biết là do máy lỗi hay do micro hút quá tích_cực,{FEATURES#Negative};{GENERAL#Positive};,0,0,0,2,1,0,0,0,0,0
mới mua sáng nay 790k về đút_túi ngồi xuống vỡ luôn màn_hình chất_lượng đáng buồn,{DESIGN#Negative};{PRICE#Neutral};,0,0,2,0,0,0,3,0,0,0
hiệu_ứng máy_ảnh bật lên không_thể chỉnh được âm_thanh chỉ có duy_nhất 1 hiệu_ứng âm_thanh cơ_khí,{FEATURES#Negative};,0,0,0,2,0,0,0,0,0,0
mình mới nhận hàng tối nay máy rất đẹp,{DESIGN#Positive};{OTHERS};,0,0,1,0,0,0,0,0,0,0
cảm_ứng máy lúc ăn lúc không màng hình thì ngả vàng pin thì không dùng để qua đêm tụt gần 10,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Negative};,2,0,0,2,0,0,0,2,0,0
thumbs _ up thumbs _ up đáng mua trong tầm giá mặt lưng đẹp màu_sắc màn_hình ok duy_nhất con chip là không vừa_lòng lắm,{SCREEN#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,0,0,1,0,1,2,3,1,0,0
do thích kiểu_dáng nên mình đang xài ip11 cũng mua thêm 1 con ipxs vậy_mà mua ngày 0109 nay mới có 14 ngày mà tình_trạng pin còn có 99 trong khi con ip11 nay đã 7 tháng vẫn 100 giải_thích giúp mình với ạ,{BATTERY#Negative};{DESIGN#Positive};{OTHERS};,2,0,1,0,0,0,0,0,0,0
máy mượt pin trâu cam ổn 4g wifi mạnh màn hình đẹp facebook zalo you tube phà phà cảm biến vân tay khuon mặt nhanh thích hơp cho những người không chú_trọng quá về camera với game nặng,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,1,1,0,1,0,1,0,1,0,0
máy chán thật đơ đơ giá này thua các máy ngang giá cấu_hình quảng_cáo thấy cũng ổn mà dùng thua con f7 ở nhà nữa,{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};,0,0,0,0,0,2,2,0,0,0
mới dùng cảm_thấy ổn chơi game máy không bị nóng cũng như không bị giật lag camera tạm ổn nói_chung rất ngon so với tầm giá,{CAMERA#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,0,3,0,0,1,1,3,0,0,0
mua được 4 ngày pin ổn chơi game liên_quân pubg coi phim facebook nguyên ngày chỉ sạc bin 1 lần nhưng có cảm_giác cảm_ứng lâu_lâu không nhạy cho lắm,{FEATURES#Negative};{BATTERY#Positive};,1,0,0,2,0,0,0,0,0,0
mình mua con xiaomi redmi note 8 pro 6128gb này từ lúc 10122019 cho tới giờ xài trên 6 tháng rồi vẫn xài ngon hơi nóng máy chút mọi thứ đều ổn chiến game tốt,{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,0,0,0,0,1,3,0,0,0,0
